,Title,Link,Content
21,Elections 2018: ECP encourages women participation in every constituency,https://www.pakistantoday.com.pk/2018/07/22/elections-2018-ecp-encourages-women-participation-in-every-constituency/,"ISLAMABAD: Two provincial chapters of the Election Commission of Pakistan (ECP) on Saturday stated that any area where women are stopped from voting or face hindrances during the election could face disqualification from the election in its constituency.

As the country prepares for elections on July 25, the ECP’s Khyber Pakhtunkhwa (KP) and Balochistan chapters took notice of some reported deals that had been made to not allow local women to vote.

“The results of any constituency would be declared invalid should the female turnout be lower than 10 per cent,” said the ECP officials, adding, “any person found involved in or facilitating such a deal may face up to three years in prison.”

According to Pir Maqbool Ahmed, the provincial election commissioner, “The candidates for the upcoming general election and other leaders and politicians should try to ensure that all women take part in the voting process.”

“Further steps will be taken to stop such deals from materialising in the first place,” he added."
22,Elections 2018,https://www.pakistantoday.com.pk/2018/07/22/elections-2018-3/,"And Orwellian Doublespeak

Despite hiccups aplenty, Elections 2018 are finally being held. Pakistan in its checkered political history since 1970 has held ten national elections. But 2018 is unique in many respects.

Serious doubts have been expressed about the fairness of these elections. Except for the PTI (Pakistan Tehreek-e-Insaf) questions have been raised at the ability of the Election Commission of Pakistan (ECP) and the caretaker governments at the federal level and in the provinces to provide a level playing field to all the parties.

Mechanically speaking on polling day voters are expected to have the freedom to exercise their franchise freely. But voters have already been presented with a fait accompli of sorts. The real rub is in fairness of the whole process that started many months ago to break the back of the PML-N, especially in its stronghold Punjab.

Not only the erstwhile ruling party, the PPP and some other political parties have complained of the not so hidden hand exerting maximum pressure on ‘electable’ candidates of these parties to switch their loyalties to the PTI. The sleuths have played their cards by cajoling, browbeating or even threatening candidates to switch their loyalties, albeit with mixed results.

The PML-N by default or by design (perhaps both) has been at the receiving end of the stick. It’s main vote catcher three times prime minister Nawaz Sharif is now incarcerated serving a 10 year jail sentence along with his daughter and heir apparent for seven years, both convicted on charges of corruption.

Not that he is squeaky clean, but the unholy haste shown to put Sharif away just before the elections date smacks of political vendetta according to critics. The ubiquitous establishment answering charges of meddling in the process blandly claims that it has nothing to do with (managing the) elections. But those in the PML-N-and the PPP to a lesser extent claim that they have been consistently arm-twisted by middle to lower level sleuths.

Plans were slightly upset when contrary to expectations that Sharif on the pretext of tending to his ailing wife in London will not return to serve his jail sentence. But he surprised many by heading to Lahore along with his daughter.

The caretakers and the security agencies were constrained to put the city under siege. Mobile telephone services were suspended and the Rangers blocked major arteries by placing scores of containers on that fateful Friday.

The main purpose to block Sharif’s possible interaction with his supporters was achieved when as soon as he arrived he was successfully whisked away to Adiala Jail near Rawalpindi. But the whole operation further damaged the credibility of the upcoming elections.

Another collateral damage has been the credibility and impartiality (or rather lack of it) of the caretaker provincial government in Punjab. Headed by a respected former academic the chief minster and his cabinet never rose above their personal biases against the PML-N and in favour of the PTI.

Not that he is squeaky clean, but the unholy haste shown to put Sharif away just before the elections date smacks of political vendetta according to critics

Some of the cabinet members of the Punjab caretaker setup are in fact cardholder members of the PTI. In the meanwhile scores of PML-N workers are being held either without any charges or on spurious grounds. Those who had assumed the days of preventive detentions harking back to military rules are in a state of shock.

No stone is being left unturned to ensure victory of the King’s party at the hustings. But yet there are apprehensions in some quarters that the PML-N despite the odds heavily stacked against it might just bag enough seats to remain a major player.

Perhaps the PML-N president Shahbaz Sharif is reading too much into the lackluster crowds at the Khan’s recent election meetings. But the PTI chief is rightly hopeful that he will be able to sweep the elections and form a government on his own strength in the parliament. This is quite possible but not without some favourable tailwind from the powers that be.

The conventional wisdom is a hung parliament. But many a time the war gamers have been proved wrong in the past. In the 1970 elections it was not being anticipated that Zulfiqar Ali Bhutto with his newly formed rag tag PPP would sweep in West Pakistan and Sheikh Mujeeb Ur Rehman in East Pakistan.

More recently general Musharraf in the 2002 elections carved out PML-Q from the leaderless PML-N and the Patriots from the PPP. Despite the intensely overt engineering the King’s party could barely scrape through to form a government.

In the present scenario despite concerted efforts to break the back of the PML-N it is largely intact. In Baluchistan the overnight emergence of BAP (Baluchistan Awami Party) earlier in the year was a new phenomenon without which the PML-N could not have been deprived of a majority in the Senate, thus enabling it to amend the constitution to its own advantages.

Similarly the now defunct Janoobi Punjab Sooba Mahaz (South Punjab Province Front) comprised of turncoats will go the way the wind blows, just like a weathercock.

Another interesting development to watch is how some of the jehadists and sectarian outfits fare in the elections. Of course some of these proscribed organizations were overnight dry cleaned to participate in the elections. Perhaps their assigned role is to play the ubiquitous spoiler.

In the past such infantile strategies have boomeranged. The Taliban and the MQM were created as a result of this very mindset.

PML–N senators including Pervez Rashid and Mushahid Hussain Syed have demanded that the election commission of Pakistan (ECP) and the caretaker government address their concerns about fairness of the election process urgently. Perhaps it is too late in the day for the PML-N senators to complain, as the die has already been cast.

Those who had assumed the days of preventive detentions harking back to military rules are in a state of shock

In the Islamic Republic, this is an age of Orwellian doublespeak. Everything including the elections is ostensibly being conducted to strengthen democracy. But the real – albeit unstated – purpose is to achieve just the opposite.

George Orwell in his eerily futuristic novel Nineteen Eighty-Four about the powers of a totalitarian state never used the word “double speak”. Nonetheless doublespeak came to be known as: a language that deliberately obscures disguises or reverses the meaning of words.

Surely elections 2018 just might prove to be the ultimate Orwellian elections."
23,Elections 2018: Facebook collaborates with ECP to assist voters,https://www.pakistantoday.com.pk/2018/07/20/elections-2018-facebook-collaborates-with-ecp-to-assist-voters/,"Social media platform Facebook in collaboration with the Election Commission of Pakistan (ECP) is helping over 33 million voters, who are users, in Pakistan identify their constituencies and make sure their votes are registered.

Pakistani users receive a pop up in their news feed when they log onto the social media platform which reads, “Are you registered to vote? Text your CNIC to 8300 to make sure that you’re registered to vote in the election. SMS fees may apply.”

Clicking on the pop up redirects you to the ECP’s website where additional information about the electoral process is available for the knowledge of the voters.

Earlier this month, Facebook had partnered with the federal body to ensure the safety of users during the election season."
24,PPP can win one NA seat from Attock district in elections 2018,https://www.pakistantoday.com.pk/2018/07/18/ppp-can-win-one-na-seat-from-attock-district-in-elections-2018/,"–Number of National Assembly seats in Attock reduced to 2 following preliminary delimitation

ISLAMABAD: A mixed result from Attock district is likely in the upcoming general election as a healthy competition is expected among the candidates contesting for the seats of the national assembly (NA) and provincial assembly (PA).

According to a preliminary revised delimitation list by ECP, Attock’s member of national assembly (MNA) seats have decreased from three to two, while the constituencies for Punjab Assembly have also witnessed a decrease from 8 to 7 seats. The total registered voters are 1,146,665 including 615,708 male and 530,957 female voters.

NA-55 Attock-II

In NA-55 of Attock district, the actual race is among three candidates out of many. The candidate of Pakistan Tehreek-e-Insaf (PTI) is a famous politician Major (r) Tahir Saddiq, Pakistan Muslim League-Nawaz’s (PML-N) candidate is Sheikh Aftab, and Zulfiqar Hayat is of Pakistan People’s Party (PPP).

At present, election campaigns of all three candidates are in full swings in the area. Although seasoned politician Sheikh Aftab of PML-N is considered to be a strong candidate to win NA-55, however, Major Sadiq has been giving the PML-N candidate a tough time with his strong election campaign. It is likely that Major Sadiq may win the constituency with a handsome margin as important families, groups, and panels have joined the ‘Major Group’.

NA-56 Attock-II

A strong fight is expected among five candidates who are Major Sadiq of PTI, Malik Sohail of PML-N, Pir Faisal Shahzad of Tehreek Labaik Ya Rasool Allah (TLY), Sardar Saleem Haider of PPP and independent candidate Malik Shaharyar Khan.

Each candidate is running his campaign with zeal, zest and the confidence that he will win with a majority of voters. However, a surprising result in favour of PPP candidate Sardar Saleem Haider is largely anticipated, especially after the PPP co-chairman Bilawal Bhutto Zardari’s recent visit in the area in addition to, door to door campaigning.

Major Sadiq is popular among the public and is a strong candidate but he is participating from two constituencies and one provincial assembly seat that are NA-55 and NA-56. It is said that he will win one NA seat and one provincial assembly seat from the district.

Another strong candidate is Malik Sohail from PML-N. Malik had earlier joined PTI but left the party due to some differences with Major Sadiq.

Malik Shahryar Khan is an independent candidate launched by famous ‘Khonda Group’ of the district after he was refused a ticket by PML-N. The Khonda family is the owner of 84 villages of the district, while ‘Khonda Group’ has a handsome vote bank in the entire district. Malik Shaharyar Khan is the son of former MNA and head of ‘Khonda Group’ Malik Allah Yar Khan.

PP-I Attock

Six candidates are contesting from PP-I and a tough competition is expected here. A tough competition is likely particularly between PTI’s Yawar Bokhari and an independent candidate Malik Hameed Akbar. Other candidates include Sheikh Salman Sarwar of PML-N and Malik Iqbal of MMA who are also in the run but the neck to neck competition will be between Bokhari and Malik Hameed.

PP-II Attock

Despite the participation of several candidates, a tough competition is likely among four candidates who are Qazi Ahmed Akbar of PTI, Jahangir Khanzada of PML-N, Ahmed Taj Khanzada of PPP and Changez Khan of MMA.

It is relevant to mention that so far, Khan and Taj Khanzada have gained a strong position during the election campaign. Changez Khan is said to be the right-hand man of Major Sadiq and it is estimated that he will give a tough time in the polls.

Also, Taj Khanzda being the son of the Khanzada family chief Taj Khanzada and contesting for the very first time on a PPP party ticket is in a strong position.

PP-III Attock

There is strong competition among three candidates of PP-III. These candidates include Major Sadiq, Haji Riaz Balrah of PPP and Advocate Asif Ali Malik who is a relative of Chaudry Nisar Ali Khan. So far, Major Sadiq has gained a strong position in the area and it is likely that he will win the provincial assembly seat from here.

Moreover, this is Major Sadiq’s native constituency.

PP-IV Attock

A healthy competition among four candidates is expected in PP-4 of Attock district. PPP has given party ticket to an old party worker Haji Akhtar to contest the election, while Chaudry Sher Ali, farmer provincial minister is ticket holder of PML-N, and Col. retd. Anwar is from PTI and Amanat Rawal has party ticket of TLY to give tough time to other competitors in the polls. At present, the position of TLY candidate, who is said very close to Major retd Tahir Saddiq, is strong. However, if Chaudry Sher Ali of PML-N succeeds in convincing angry groups and families who were with him in elections 2013 and senior leadership of PML-N pay visit in the area then he can win the seat but with a close margin.

PP-V Attock

Though there is a competition to win PP-5 seat among the candidates, actual competition on 5th July 2018 is expected among an independent candidate, PML-N candidate and PTI’s candidate. PML-N has awarded ticket to Sardar Bahadur and Jamshaid Altaf has PTI’s ticket while Pir Abbas Mohiuddin is participating in the election as independent candidate. All the candidates are currently engaged to acquire consent/approval of major groups and biradaries. So far, an independent candidate has gained major success in getting the approval of main groups/panels and biradaries of this constituency.

Independent candidate Pir Abbas Mohiuddin is giving a tough time to his rivals and there are greater chances of his success in next elections. Pir Abbas Mohiuddin is the son of farmer parliamentarian Pir Safiuddin who is a close relative of former prime minister Syed Yusuf Raza Gilani and the top man/’Gaddi Nasheen’ of the shrine of Makhad Sharif.

PPP candidate for NA-56 Sardar Saleem Haider is fully supporting the independent candidate and in return getting the vote bank of Pir Abbas Mohiuddin.

It is important to note here that wrong party ticket distribution by PTI might result in losing the PP-5 seat as party ticket holder Jamshaid Altaf belongs to Hassan Abdal and has no deep roots, linkages or vote bank in the area."
25,Elections 2018: Bilawal promises food cards for masses,https://www.pakistantoday.com.pk/2018/07/02/elections-2018-bilawal-promises-food-cards-for-masses/,"Says his ‘warm’ welcome in Lyari did not go down well with opponents

THATTA: Pakistan People’s Party (PPP) Chairman Bilawal Bhutto Zardari Monday said that after coming into power, his party would provide food cards to the masses.

Bilawal was speaking to his supporters in Gharo city of Thatta district while campaigning for the forthcoming elections. He said that they had presented their manifesto, noting that the party initiated revolutionary programmes like Benazir Income Support Programme (BISP).

“PPP has always served the people and now I will resolve public issues by myself,” he said and added, “We will provide food cards to masses through which they will get subsidised food.”

Bilawal told the participants that he needed their support and urged them to become his arms. “I want to change the fate of the country, and if the people are with us, then no one can stop us,” he said.

The PPP chief said that eliminating hunger was a part of his party’s manifesto. “We will open food centres in every area, which will be run by women.”

Undeterred by a mob attack on his caravan a day earlier during his electoral rally in Karachi’s Lyari neighbourhood, Bilawal hit the city’s roads once again early Monday.

“PPP does not believe in the politics of violence,” the PPP chairman said, as he stepped out of his car en route to interior Sindh to address supporters.

“My warm welcome in Lyari did not go down well with opposing parties,” he added.

Speaking to supporters in Quaidabad, he said that stones were pelted at his rally on Sunday under a conspiracy.

The PPP chairman is due to visit Sujawal, Badin, Tando Mohammad Khan and Hyderabad districts on Monday.

After Sindh, Bilawal will campaign in southern Punjab and then on to the rest of the country. A detailed travel log of the PPP chief is yet to be issued by the party."
26,Elections 2018: Parties resort to monotonous campaigning in Rawalpindi,https://www.pakistantoday.com.pk/2018/06/29/elections-2018-parties-resort-to-monotonous-campaigning-in-rawalpindi/,"RAWALPINDI: With the elections, just a few weeks away, the campaigning for various parties has been limited to posters and banners due to the high temperature in the city and the lack of interest from the locals in Rawalpindi, a local media house reported.

This had been visible throughout the city as the election momentum has not yet been picked up by the party workers, thus resorting to the monotonous campaigning concept.

According to the local media report, during the previous elections in 2013, parties like Pakistan People’s Party (PPP) established its central elections office on Liaquat Road, Pakistan Tehreek-e-Insaf (PTI) on Murree Road and the Pakistan Muslim League -Nawaz (PML-N) on both.

However, as of now, the parties are more interested in settling disputes over the distribution of party tickets than actively campaigning for their candidates.

Other than Awami Muslim League’s Sheikh Rashid Ahmed, who has opened Lal Haveli to the public, political parties in the city have not made decisions on their elections schedule or central offices yet.

A senior PPP leader stated that the candidates are not willing to spend money. thus the party’s popularity in the city is not visible. Moreover, no plans for any public meetings had been decided.

Former PML-N MNA Malik Shakil Awan said electioneering was limited to door-to-door and street campaigning, and an election office would be established by the National Assembly candidate soon.

Former PTI MPA Arif Abbasi also admitted to a lack of momentum in the party’s campaigning because of a lack of interest on the part of candidates and workers.

During the 2013 elections, campaigning began two months earlier, with the inauguration of the PTI’s central office by Chairman Imran Khan. This time, however, the party was not interested in the work needed to establish a central office that will coordinate with all seven National Assembly constituencies in the district."
27,Elections 2018: Appellate tribunal rejects Ashraf Jalali’s nomination papers,https://www.pakistantoday.com.pk/2018/06/28/elections-2018-appellate-tribunal-rejects-ashraf-jalalis-nomination-papers/,"LAHORE: Tehreek-e-Labaik Ya Rasool Allah (TLYR) leader Maulana Ashraf Asif Jalali’s nomination papers were rejected on Wednesday by the Lahore High Court appellate tribunal and he was declared ineligible to contest in the upcoming general elections.

According to a local media report, the decision was made in accordance with article 62 and 63 of the Constitution during the hearing of an appeal against the approval of Jalali’s nomination papers for NA-81 Gujranwala constituency.

Moreover, the tribunal termed the returning officer’s decision as null and void. At the same time, it allowed former state minister Saira Afzal Tarar to contest the upcoming general election.

A voter from NA-87 (Hafizabad) had filed an appeal against the decision of the returning officer saying Tarar concealed details of her properties in nomination papers. However, the tribunal dismissed the appeal and upheld the decision of the returning officer.

PML-N’s covering candidate from NA-81 (Gujranwala), Atif Farid Sabir challenged the nomination papers of Maulana Jalali accusing him of not disclosing information about his income tax return.

He said Jalali had also failed to submit his passport to the returning officer despite an order issued by the Supreme Court. He said the returning officer had ignored the facts and accepted nomination papers of Jalali.

The tribunal accepted the appeal and set aside the decision of the returning officer disqualifying Maulana Jalali to contest the polls."
28,Elections 2018: ECP issues guidelines for media coverage,https://www.pakistantoday.com.pk/2018/06/27/elections-2018-ecp-issues-guidelines-for-media-coverage/,"ISLAMABAD: The Election Commission of Pakistan (ECP) on Wednesday issued the code of conduct and guidelines for local media for the coverage of the upcoming polls.

According to the code of conduct, it the media’s responsibility to provide citizens with the correct information. Moreover, impartial reporting has been made mandatory by the electoral body.

13 guidelines for media

Duty to inform the public Duty of Balance and Impartiality Laws restricting freedom of expression Duty to respect and promote tolerance Duty to punish attacks against media personnel and property Limits on prior restraint Limits on media liability Corrections and replies News coverage: fair and balanced Direct access programmes Special information programmes and voter access Voter education Opinion polls and election projections

The guidelines state that programmes biased in favour of or against any candidates or parties are not to be broadcast.

A ban, through the code of conduct, has also been imposed on reporting based on rumours and speculations.

On Tuesday, the ECP issued a 16-point code of conduct for foreign observers and international media for the upcoming polls, warning that the permission granted to international observatory missions can be cancelled if the code of conduct is violated.

According to the code of conduct, international observers and foreign media are required to submit an affidavit to cover the general election scheduled for July 25.

The code of conduct states that ‘political impartiality shall be maintained by observers and media at all costs while observing the election and shall not exhibit any bias or preference with regard to political parties and candidates as well as any issue related to the process of election’.

International observers and media have also been barred from including personal opinions in official reports.

ECP also clarified that observers and media people cannot stay in the country after their visa expires."
29,Elections 2018: PTI issues tickets to 13 females for general seats in NA,https://www.pakistantoday.com.pk/2018/06/25/elections-2018-pti-issues-tickets-to-13-females-for-general-seats-in-na/,"ISLAMABAD: Pakistan Tehreek-e-Insaf (PTI) on Monday issued tickets to at least 13 female leaders for 13 general seats in National Assembly.

According to the list, as many as nine PTI women will contest for the general seats from Punjab while four others will be participating from Sindh province.

The list of PTI women participating in polls is Dr Firdous Ashiq Awan from NA-72 Sialkot, Nadia Aziz from NA-90 Sargodha, Ghulam Bibi Bharwana from NA-115 Jhang, Dr Yasmin Raashid from NA-125 Lahore.

Moreover, Fatima Tahir Cheema will contest from NA-168 Bahawalnagar, Khadeeja Aamir from NA-173 Bahawalpur, Tehmina Dasti from NA-182 Muzaffargarh, Syeda Zahira Basit Bukhari from NA-184 Muzaffargarh, Zartaj Gul from NA-191 Dera Ghazi Khan, Halima Bhutto from NA-200 Larkana, Quratul Ain from NA-201 Larkana, Flight Lieutenant (r) Musarrat Shah from NA-202 Kamber Shahdadkot and Ghazala Hussain from NA-211 Naushahro Feroze."
30,General Elections 2018: A war on social media,https://www.pakistantoday.com.pk/2018/06/23/general-elections-2018-a-war-on-social-media/,"ISLAMABAD: The emergence of social media has changed the course of election campaign altogether and has become the ubiquitous source of communication for candidates during election campaigns.

In the past, if the candidates wanted to reach voters during election campaigns, they used to hand out leaflets, knock on doors, hold corner meetings and drive around in vans speaking through loudspeakers.

Platforms like Facebook and Twitter enable candidates to directly reach out to voters, mobilize supporters, and influence the public agenda. These fundamental changes in political communication, therefore, present election candidates with a wide range of strategic choices.

The political parties earlier invested heavily in electronic and print media during election campaigns to get due coverage of their political activities, however, they can now convey their messages to the public to a greater extent, within no time, through social media with little investment.

So keeping in view the importance of social media, sources told Pakistan Today that various mainstream political parties have hired services of social media professionals and volunteers in order to reach out to the maximum number of people for the forthcoming general elections.

Though the political parties have yet to start formal electioneering because they have not finalised the process of distribution of tickets, their respective social media teams have already started vigorous campaigning on Facebook and Twitter.

All major political leaders especially Pakistan Tehreek-e-Insaf (PTI) Chairman Imran Khan, Pakistan People’s Party (PPP) Chairman Bilawal Bhutto Zardari and Pakistan Muslim League-Nawaz (PML-N) leader Maryam Nawaz are the regular users of Twitter and have a great following.

However, PTI Chairman Imran Khan is the most popular leader on micro-blogging website Twitter in Pakistan with his followers reaching 8.03 million. Hence his tweets’ likes reach thousands within a few minutes. Maryam Nawaz comes second with more than 4.73 million while Bilawal Bhutto Zardari has 2.72 million followers on Twitter.

Similarly, the three political parties have official party accounts on Twitter as well on which PTI took the lead as its followers are 3.53 million while PML-N and PPP have mere 94,400 and 54,800 followers respectively.

Moreover, on Facebook too, the PTI has managed to maintain its supremacy as PTI chairman’s page is the most popular with 8.2 million followers while official PTI account has 5.8 million followers. On the other hand, Maryam Nawaz Sharif’s official page has 267,147 followers while PML-N’s Facebook page has 2.6 million followers.

Similarly, PPP’s official page on Facebook has over 195,663 followers while Bilawal Bhutto Zardari’s Facebook followers are 156,655.

PTI is running an election campaign on social media with hashtag #WazireAzamImranKhan and #PTIrulesKP, while PML-N and PPP have highlighted development works done during the last five years to garner support for the upcoming polls.

PTI is also highlighting PTI government’s previous performance in KP in a unique way as trucks have been prepared with video screens and sound systems to present the performance of KP government to the people of the province during the election campaign.

These parties, however, refused to disclose their strategy when Pakistan Today contacted them."
31,Elections 2018,https://www.pakistantoday.com.pk/2018/06/21/elections-2018-2/,"Once again, the ROs

During 2013 elections the Returning Officers asked all sorts of irrelevant and funny questions to gauge the depth of the candidates’ religious knowledge, using Article 62 as an excuse, till barred by the Lahore High Court from seeking unnecessary information . This time again the ROs seem to have been provided no uniform standard to examine the nomination papers. This has led to the rejection of the papers of some of the leading contestants that include former prime minister Shahid Khaqan Abbasi and PTI chief Imran Khan from NA-53 Islamabad. It was maintained that Abbasi had not submitted complete tax returns with his documents. It is difficult to believe that a man who has been elected six times to the National Assembly would submit incomplete documents. Imran Khan’s papers were rejected for failing to fill a column in the affidavit in which he was required to describe his performance as an MNA. This is surprising as papers of several legislators who never spoke a single word in the NA sittings have been accepted. Interestingly Khan’s nomination papers were validated by the ROs for NA-35 Bannu, NA-243 Karachi and NA-131 Lahore. There was a need for the ROs to be following a uniform policy in all constituencies. One hopes the Appellate Tribunals would undo the injustice.

A perception is fast growing that a particular party is being treated as more equal than others. The way a telephone call from Imran Khan led the interior secretary to remove the name of Zulfi Bukhari from the black list temporarily without even consulting NADRA has sent a message to the accountability body and bureaucracy that the PTI is to be treated as a favourite. The promise to reshuffle bureaucracy also follows a demand made by the PTI. The first woman to hold Punjab AGP office was removed from post because she was not acceptable to PTI. This has led LHBA to condemn the arbitrary removal calling it an “abuse of discretion and a blatant violation of due process”. Despite all these factors favourable to it the PTI remains perturbed over the outcome of the elections. The party is presumably upset over its failure to generate a popularity wave among the electorate."
32,Elections 2018: Mustafa Kamal predicts clean sweep for PSP in Karachi,https://www.pakistantoday.com.pk/2018/06/12/elections-2018-mustafa-kamal-predicts-clean-sweep-for-psp-in-karachi/,"KARACHI: Pak Sarzameen Party (PSP) Chairman Mustafa Kamal on Wednesday predicted a clean sweep for his party in Karachi from Sindh and a surprise showing in Balochistan for the 2018 general election.

“In Karachi, our competition on 2-3 seats is with the Pakistan Peoples Party. We have no other competition,” Kamal told the media.

“The Pak Sarzameen Party in the 2018 election will be successful in Sindh especially in Karachi and Hyderabad we will sweep seats which were with another party,” he added.

The PSP chief also alleged that funds allocated for water and sanitation were being used in election campaigns.

Kamal has submitted his nomination papers for the NA-247 constituency in Karachi where he is expected to contest against MQM-P leader Farooq Sattar, PTI’s Arif Alvi, PPP leader Aziz Memon, JI candidate Hafiz Naeem-ur-Rehman and independent candidate Jibran Nasir."
33,General elections 2018: Deadline to submit nomination papers today,https://www.pakistantoday.com.pk/2018/06/11/general-elections-2018-deadline-to-submit-nomination-papers-today/,"KARACHI: The last day to submit the nomination papers for general elections 2018 is the June 11, Monday as the candidates start preparing for the elections.

The Election Commission of Pakistan (ECP), earlier revised the submission dates from June 8 to June 11.

On Friday, the electoral body said in a statement that the extension was given for the submission of nomination papers to facilitate the political parties and their nominees.

In addition to the above, the deadline to verify and scrutinize the validity of the nomination papers was changed from June 14 to June 19.

The last day to file appeals against any objection to the decisions of prospective officers was extended til June 22.

On June 27 the verdicts on appeals will be announced after which, the revised list of candidates will be issued on June 28.

Candidates shall be able to withdraw their nominations on June 28, which will be followed by the ECP announcing the final list of the candidates approved to contest in the upcoming elections."
34,LIVE: By-elections 2018 unofficial results,https://www.pakistantoday.com.pk/2018/06/09/aloof-citizens-of-federal-capital-yet-to-gear-up-for-general-elections-2018/,"How cognitive dissonance has helped us to become what we are Beliefs shape our lives, dictate our conscious, light our paths and ensure that we are moving in a right direction. Whether…"
35,"Elections 2018: Political leaders, prominent personalities cast vote",https://www.pakistantoday.com.pk/2018/06/08/psp-decides-solo-flight-in-elections-2018/,"-PTI, PPP finalise their candidates while embattled PML-N yet to announce its candidates



–Mainly due to Ramzan and blistering heat, denizens of Islamabad remain politically aloof

ISLAMABAD: While the caretaker setup is in place, General Elections 2018 are only a month and a half away and the political temperature is reaching feverish heights by every passing day. The denizens of the capital, however, remain aloof from the election flurry as despite the Pakistan Tehreek-e-Insaaf (PTI), Pakistan People’s Party (PPP) finalising their candidates and the Pakistan Muslim League-Nawaz (PML-N) almost done selecting its own, city level campaigning remains invisible due to the sweltering heat of June and Ramzan.

PTI’s finalised candidates include Raja Khurram Nawaz who will contest from NA-52, PTI supremo Imran Khan who will contest from NA-53 and sitting Member National Assembly (MNA) from NA-48 Asad Umer who is to contest from NA-54.

The PPP too has finalised its candidates; Afzal Khokar is to be the party’s candidate from NA-52, Sibt-ul-Haider Bukhari from NA-53 and brother of former prime minister (PM) Raja Pervaiz Ashraf, Raja Imran Ashraf will contest from NA-54.

As PML-N’s top tier is embattled in various cases in the National Accountability Bureau (NAB) court, various party factions are at loggerheads for the party’s ticket at local level. In the current situation, Tariq Fazal Chaudhary has surfaced as the strongest contender to contest from two seats of the capital namely NA-52 and NA-53. While former MNA Anjum Aqeel Khan is a strong contender for a ticket against Asad Umer of PTI in NA-54 and Mian Aslam of Jamaat-e-Islami (JI) for NA-52 and NA-53.

The rural urban divide played in PML-N’s favour during the last general elections, as well as, local bodies elections. It is yet to be seen how the new delimitation will affect this paradigm.

With banners placed few and far between roads and pavements, lone hoardings and half hearted meetings between candidates being the current atmosphere, it is expected that the federal capital will be gripped by election fever immediately after Eid. As per the data from returning officers, 172 individuals have received forms from three constituencies of Islamabad and more candidates are expected to submit their forms by the deadline on June 11.

“With Imran Khan contesting the elections from NA-54, we will execute his campaign 24/7. The citizens of the capital will ensure the victory of IK and other candidates as he is the only hope left for our country and the multiple problems that people face,” said Shumail Abrar, an engineer working in the private sector.

Islamabad previously had two constituencies namely NA-48, which was largely urban and NA-49, which was predominantly rural areas and had a few housing societies. However, another constituency was added after the latest delimitation and at present the capital has three constituencies namely NA-52, NA-53 and NA-54, which are home to 700,744, 670,683 and 630,152 people according to the Election Commission of Pakistan’s (ECP) data.

It is pertinent to mention here that the new constituency is carved out of what was previously NA-49. Along with some parts of NA-48 that is Islamabad’s other National Assembly (NA) constituency. The new constituencies of NA-52 and 53 constitute what was previously NA-49."
36,Elections 2018: Pak-Afghan borders to remain closed for two days,https://www.pakistantoday.com.pk/2018/06/07/elections-2018-ecp-extends-date-to-submit-nomination-papers-to-june-11/,"ISLAMABAD: The Election Commission of Pakistan (ECP) on Thursday extended the date for submitting nomination papers for the upcoming general elections to June 11 (Monday).

Earlier, the commission had set June 8 as the last date for submitting the nomination papers for the elections.

The decision was taken after Supreme Court suspended Lahore High Court’s (LHC) decision rejecting the nomination papers, drafted by a parliamentary committee, for violating Article 62, 63 of the constitution.

Previously, the ECP had outlined submission dates from June 2 to June 6 while the publication of candidate names was to be made on June 7.

Nomination papers, filed in accordance with Election Act 2017, will be scrutinised by June 14, while appeals against decisions made by returning officers can be filled till June 19."
37,Elections 2018: Presiding officer from PS-93 arrested over electoral malpractice,https://www.pakistantoday.com.pk/2018/06/07/expats-wont-be-able-to-vote-in-general-elections-2018-sc-told/,"ISLAMABAD: The Supreme Court on Thursday was informed that it is highly possible that the expatriates will not be able to vote in the General Elections 2018.

Hearing a case, Chief Justice of Pakistan (CJP) Mian Saqib Nisar inquired about the about the provision of vote facility to overseas Pakistanis. To this, lawyer Faisal Chaudhry said that there is a high possibility that the overseas Pakistanis won’t be able to vote in the upcoming elections.

“The steps carried out for voting by overseas Pakistanis should continue whereas the efforts of the court in this regard are commendable,” the counsel said.

“It is correct that this procedure is not possible right now. I tried to provide this facility to the overseas Pakistanis. But it will cause an immense loss at this point,” remarked the CJP.

The Election Commission of Pakistan (ECP) secretary told the court that as per a third-party evaluation, the e-voting project for the expatriates could not be accomplished. “At the moment, they cannot be given the voting facility. There is a need to work more over the online system,” he explained.

The CJP directed to make the task force report public. “The e-voting process can be reviewed in by-polls,” he maintained.

The court adjourned the hearing of the case for an indefinite period."
